		152801	3855581	4345542	1009440	996519	990269	954340	947627	816087	809189	806723	720729	664158	593544	586332	565897	555079	553272	536135	523025	511006	348167	319214	286686	273179	260976	208595	197222	188674	166838	164216	146154	144260	106543	100149	11136	5364	698164	1920715	2034243	2263183	2678325	847142	779409	2963287	3148512	3183891	1136782	646961	3906666	822879	4164932	4314491	4378332	4387271	4397763	4431405	4439229	4448694	4468812	4472218	
152801	0.00000	0.24024	0.26851	0.46904	0.46770	0.43001	0.46904	0.48183	0.44347	0.43607	0.47106	0.43607	0.44482	0.45828	0.46433	0.48183	0.46299	0.45087	0.44684	0.47106	0.43069	0.46366	0.44616	0.46433	0.44616	0.47106	0.44549	0.44415	0.44684	0.45828	0.45222	0.45155	0.47376	0.42261	0.44280	0.46568	0.45155	0.43742	0.47847	0.45357	0.44213	0.43069	0.43069	0.44213	0.44684	0.43472	0.43136	0.47577	0.47174	0.43742	0.43607	0.46231	0.43472	0.45760	0.43607	0.45828	0.42261	0.46904	0.46635	0.44011	0.42665	
3855581	0.24024	0.00000	0.27927	0.41386	0.41050	0.48250	0.39771	0.41050	0.49596	0.48923	0.41184	0.44347	0.45895	0.48856	0.44751	0.40983	0.45289	0.46837	0.48654	0.42665	0.42530	0.51211	0.43674	0.47847	0.44078	0.44213	0.42127	0.42194	0.43809	0.48520	0.51413	0.50673	0.40579	0.49125	0.50269	0.47645	0.46837	0.49394	0.45828	0.43540	0.46231	0.49125	0.48385	0.48452	0.47039	0.48654	0.46904	0.50000	0.45626	0.48250	0.46837	0.40310	0.48991	0.42261	0.42732	0.44616	0.48250	0.50269	0.44953	0.48587	0.49462	
4345542	0.26851	0.27927	0.00000	0.43943	0.43742	0.45087	0.43472	0.44482	0.46972	0.45559	0.43943	0.41655	0.42665	0.46433	0.42665	0.46231	0.42598	0.42261	0.46164	0.45760	0.44213	0.46770	0.44482	0.44549	0.44616	0.43472	0.44213	0.44616	0.44078	0.46097	0.48048	0.47174	0.45424	0.44751	0.47241	0.44011	0.43203	0.44818	0.42799	0.45357	0.42261	0.44616	0.44818	0.45087	0.42934	0.45828	0.42732	0.45693	0.44818	0.46837	0.44818	0.43540	0.45626	0.41521	0.41992	0.44886	0.44145	0.46568	0.46501	0.46097	0.45357	
1009440	0.46904	0.41386	0.43943	0.00000	0.21400	0.21534	0.15814	0.14199	0.30013	0.26312	0.14065	0.22140	0.24832	0.20794	0.19785	0.17564	0.19785	0.20054	0.24630	0.18304	0.16420	0.24495	0.16083	0.23284	0.16824	0.19515	0.19381	0.16891	0.16083	0.22813	0.25774	0.24428	0.16218	0.16958	0.24428	0.21131	0.13459	0.22611	0.23620	0.22207	0.20525	0.24159	0.23351	0.19919	0.22342	0.17968	0.21736	0.26985	0.18977	0.28398	0.25707	0.13459	0.25505	0.15545	0.14065	0.16622	0.26447	0.25168	0.23755	0.22005	0.21602	
996519	0.46770	0.41050	0.43742	0.21400	0.00000	0.27052	0.21332	0.21400	0.26380	0.23217	0.18775	0.26380	0.20054	0.27187	0.23149	0.22678	0.22746	0.25976	0.30013	0.24361	0.20121	0.29071	0.21669	0.25303	0.20996	0.23149	0.16891	0.20794	0.21736	0.27927	0.29206	0.30013	0.21803	0.26716	0.29206	0.24832	0.24226	0.28398	0.24697	0.18237	0.24630	0.28668	0.27389	0.25437	0.25101	0.26178	0.26716	0.29812	0.23351	0.23082	0.22005	0.21400	0.25639	0.19448	0.20458	0.21871	0.22476	0.28937	0.20390	0.27927	0.27052	
990269	0.43001	0.48250	0.45087	0.21534	0.27052	0.00000	0.22275	0.19717	0.25168	0.20794	0.21063	0.18775	0.23015	0.16353	0.22948	0.25034	0.19919	0.18304	0.16218	0.23688	0.20054	0.17968	0.20659	0.19381	0.21063	0.20794	0.24563	0.21198	0.20996	0.19650	0.18708	0.16689	0.24092	0.15074	0.18237	0.19785	0.17160	0.13594	0.25168	0.27793	0.18506	0.16756	0.16689	0.14401	0.19987	0.14805	0.16756	0.22342	0.22005	0.23082	0.21400	0.22813	0.19852	0.21265	0.17160	0.15882	0.20794	0.19381	0.28197	0.16756	0.15410	
954340	0.46904	0.39771	0.43472	0.15814	0.21332	0.22275	0.00000	0.15007	0.29812	0.28197	0.17766	0.21131	0.24966	0.24293	0.21400	0.17766	0.21198	0.21265	0.24428	0.18843	0.17362	0.27456	0.18102	0.24832	0.18641	0.21871	0.20188	0.17968	0.18304	0.25101	0.26783	0.26380	0.16016	0.23688	0.26716	0.24899	0.21131	0.22880	0.23890	0.23149	0.21534	0.23486	0.24697	0.21938	0.23351	0.23486	0.21669	0.27389	0.22005	0.28062	0.26380	0.14603	0.26312	0.17429	0.17227	0.19044	0.26918	0.20929	0.24361	0.25908	0.24563	
947627	0.48183	0.41050	0.44482	0.14199	0.21400	0.19717	0.15007	0.00000	0.30754	0.27995	0.14872	0.22678	0.24764	0.23217	0.20996	0.16958	0.20054	0.20390	0.24495	0.18506	0.17295	0.26380	0.18573	0.23351	0.18641	0.18102	0.20121	0.18102	0.18371	0.24764	0.27524	0.25168	0.15276	0.22678	0.25639	0.22813	0.20323	0.23351	0.23419	0.23553	0.20929	0.25707	0.25101	0.20592	0.22544	0.23149	0.22005	0.28533	0.20592	0.28129	0.25437	0.15343	0.26110	0.16016	0.16218	0.16218	0.27254	0.24630	0.25101	0.25437	0.24159	
816087	0.44347	0.49596	0.46972	0.30013	0.26380	0.25168	0.29812	0.30754	0.00000	0.20390	0.28331	0.27187	0.21871	0.27456	0.28802	0.32167	0.30081	0.28197	0.24293	0.30215	0.26514	0.26851	0.27052	0.28802	0.27052	0.31225	0.24293	0.28062	0.27456	0.27254	0.26918	0.27052	0.30552	0.24697	0.25908	0.27322	0.27389	0.25437	0.31830	0.22611	0.26649	0.25639	0.24293	0.25841	0.28129	0.24024	0.26851	0.30013	0.29542	0.16151	0.21467	0.30283	0.21534	0.30350	0.26649	0.27658	0.21063	0.29542	0.15747	0.25034	0.24092	
809189	0.43607	0.48923	0.45559	0.26312	0.23217	0.20794	0.28197	0.27995	0.20390	0.00000	0.25236	0.23688	0.17160	0.23419	0.27456	0.29542	0.26581	0.24899	0.21736	0.27793	0.23688	0.22544	0.23890	0.25707	0.23957	0.26312	0.19381	0.24899	0.23755	0.23082	0.24293	0.23822	0.28129	0.20727	0.21669	0.23082	0.23015	0.22140	0.26985	0.22409	0.23351	0.22948	0.21198	0.20390	0.25370	0.19112	0.25437	0.28802	0.26514	0.16824	0.18035	0.27456	0.18641	0.27927	0.23284	0.24226	0.11575	0.26783	0.24630	0.21400	0.20659	
